id	date	kms	alti	lat_deg	lat_min	long_deg	long_min	Poids (g)	taille	id_couleur	couleur	id_matiere	matiere	id_origine	origine	id_pays	pays	post	objet	gps	lieu	contexte	depart	arrivee	annee	mois	jour	kms_cumule	kms_depart_vol_oiseau	kms_depart_corde	kms_etape_segments	kms_etape_cumule	lat_dec	long_dec	lat_rad	long_rad	long_x	lat_y
220	41401	0	22	14	45,445	-17	-25,71	1,99	31	16	Transparent	3	Plastique	2	Artificiel	5	Sénégal	1	Pendule	N 14°45,445' W 17°25,710'	Case Ba, Dakar	Radiesthesie	Dakar	Dakar	2013	5	7	5220	3894,749984	3834,419188	5,819197751	NaN	14,75741667	-17,4285	0,257565292	-0,304184452	0	0
221	41402	0	40	14	39,239	-17	-28,217	0,26	34	13	Blanc	7	Animale	1	Naturel	5	Sénégal	1	Os	N 14°39,239' W 17°28,217'	Île aux serpents	Visite d'une île deserte	Dakar	Dakar	2013	5	8	5220	3907,039441	3846,137536	12,35152105	NaN	14,65398333	-17,47028333	0,255760042	-0,304913708	0	0
222	41403	0	23	14	43,312	-17	-28,084	15,65	53	15	Noir	0	Mixte	2	Artificiel	5	Sénégal	1	Pile	N 14°43,312' W 17°28,084'	Sacré Cœur III	Reveil de Dakar	Dakar	Dakar	2013	5	9	5220	3899,703359	3839,142802	7,55417423	NaN	14,72186667	-17,46806667	0,256944828	-0,30487502	0	0
223	41404	0	9	14	47,936	-17	-18,968	1,03	16	17	Brun	0	Mixte	2	Artificiel	5	Sénégal	1	Cachet	N 14°47,936' W 17°18,968'	Mbebess, décharge de Dakar	Exploration de la décharge	Dakar	Dakar	2013	5	10	5220	3887,063275	3827,087878	18,4530364	NaN	14,79893333	-17,31613333	0,258289894	-0,302223285	0	0
224	41405	0	16	14	43,404	-17	-28,1	0,56	43	14	Gris	0	Mixte	2	Artificiel	5	Sénégal	1	Stylo de portable	N 14°43,404' W 17°28,100'	Sacré Cœur III, Dakar	Démontage de téléphones	Dakar	Dakar	2013	5	11	5220	3899,546838	3838,99355	18,39989566	NaN	14,7234	-17,46833333	0,25697159	-0,304879674	0	0
225	41406	0	16	14	43,398	-17	-27,491	0,29	43	14	Gris	2	Métallique	2	Artificiel	5	Sénégal	1	Lame de rasoir	N 14°43,398' W 17°27,491'	Sacré Cœur III, Dakar	Journée off	Dakar	Dakar	2013	5	12	5220	3899,2636	3838,723465	1,091933343	NaN	14,7233	-17,45818333	0,256969845	-0,304702523	0	0
226	41407	0	24	14	42,803	-17	-27,483	1,82	16	4	Jaune	2	Métallique	2	Artificiel	5	Sénégal	1	Bijoux	N 14°42,803' W 17°27,483'	Kër Thiossane	Workshop	Dakar	Dakar	2013	5	13	5220	3900,32205	3839,732755	1,103086896	NaN	14,71338333	-17,45805	0,256796766	-0,304700196	0	0
227	41408	0	23	14	42,801	-17	-27,488	0,19	11	16	Transparent	3	Plastique	2	Artificiel	5	Sénégal	1	Bouton	N 14°42,801' W 17°27,488'	Kër Thiossane	Workshop	Dakar	Dakar	2013	5	14	5220	3900,328033	3839,73846	0,009701486	NaN	14,71335	-17,45813333	0,256796185	-0,304701651	0	0
228	41409	0	23	14	42,818	-17	-27,492	0,01	14	14	Gris	2	Métallique	2	Artificiel	5	Sénégal	1	Aiguille de montre	N 14°42,818' W 17°27,492	Kër Thiossane	Workshop	Dakar	Dakar	2013	5	15	5220	3900,299611	3839,711358	0,032319922	NaN	14,71363333	-17,4582	0,25680113	-0,304702814	0	0
229	41410	0	21	14	41,895	-17	-27,114	1,06	17	14	Gris	0	Mixte	2	Artificiel	5	Sénégal	1	Vibreur	N 14°41,895' W 17°27,114'	Espace Blaise Sengor 	Performance	Dakar	Dakar	2013	5	16	5220	3901,765305	3841,108934	1,840379929	NaN	14,69825	-17,4519	0,25653264	-0,304592858	0	0
230	41411	0	23	14	42,818	-17	-27,492	0,87	16	14	Gris	2	Métallique	2	Artificiel	5	Sénégal	1	Attache 	N 14°42,818' W 17°27,492	Kër Thiossane	Une journée à Kër Thiossane	Dakar	Dakar	2013	5	17	5220	3900,299611	3839,711358	1,840379929	NaN	14,71363333	-17,4582	0,25680113	-0,304702814	0	0
231	41412	0	23	14	42,818	-17	-27,492	0,52	20	14	Gris	2	Métallique	2	Artificiel	5	Sénégal	1	Objet non identifié	N 14°42,818' W 17°27,492	Kër Thiossane 	Tournage	Dakar	Dakar	2013	5	18	5220	3900,299611	3839,711358	9,49621E-05	NaN	14,71363333	-17,4582	0,25680113	-0,304702814	0	0
232	41413	0	13	14	45,239	-17	-30,519	0,26	35	4	Jaune	0	Mixte	2	Artificiel	5	Sénégal	1	Fleure en plastique	N 14°45,239' W 17°30,519'	Ngore	Plage et glandouille	Dakar	Dakar	2013	5	19	5220	3897,441201	3836,985646	7,042205979	NaN	14,75398333	-17,50865	0,257505369	-0,305583332	0	0
233	41414	0	30	14	42,5	-17	-27,335	1,47	31	11	Rouge Violet	0	Mixte	2	Artificiel	5	Sénégal	1	Mini jack	N 14°42,500' W 17°27,335'	Liberté II, Dakar	Préparatifs	Dakar	Dakar	2013	5	20	5220	3900,791648	3840,180534	7,639798734	NaN	14,70833333	-17,45558333	0,256708627	-0,304657145	0	0
234	41415	0	23	14	44,491	-17	-29,257	0,1	180	16	Transparent	3	Plastique	2	Artificiel	5	Sénégal	1	Cellophane	N 14°44,491' W 17°29,257'	Aéroport Dakar Yoff	Adieux	Dakar	Dakar	2013	5	21	5220	3898,165474	3837,676313	5,049442436	NaN	14,74151667	-17,48761667	0,257287785	-0,305216231	0	0
235	41416	0	172	50	28,969	4	28,139	1,54	32	14	Gris	2	Métallique	2	Artificiel	0	Transit	1	Languette de métal	N 50°28,969' E 4°28,139'	Aéroport de Bruxelles	Coup de stress	Dakar	Aéroport-Bruxelles	2013	5	22	5220	680,7076941	680,384139	4439,283594	NaN	50,48281667	4,468983333	0,881090622	0,077998408	0	0
236	41417	0	2234	19	27,303	-99	-3,181	0,2	10	14	Gris	0	Mixte	2	Artificiel	6	Mexique	1	Diamant, toc	N 19°27,303' W 99°03,181'	Avenue 602, Mexico	Nouveau continent	Aéroport-Bruxelles	Mexico-D.F	2013	5	23	5220	8772,363906	8095,991513	9265,264632	NaN	19,45505	-99,05301667	0,339554392	-1,728799815	0	0
237	41418	15	2234	19	26,46	-99	-3,416	0,22	9	14	Gris	0	Mixte	2	Artificiel	6	Mexique	1	Diamants	N 19°26,460' W 99°03,416'	Cuchilla del Tesoro	Déménagement	Mexico-D.F	Mexico-D.F	2013	5	24	5235	8773,789596	8097,092591	1,615816168	NaN	19,441	-99,05693333	0,339309173	-1,728868173	0	0
238	41419	0	2243	19	25,822	-99	-8,138	0,16	37	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Épingle	N 19°25,822' W 99°08,138'	Rue Republica de Uruguay, Mexico City	Insatal' Partie	Mexico-D.F	Mexico-D.F	2013	5	25	5235	8780,265289	8102,092578	8,33899002	NaN	19,43036667	-99,13563333	0,339123587	-1,730241746	0	0
239	41420	0	2241	19	25,782	-99	-8,215	0,03	21	12	Rouge	3	Plastique	2	Artificiel	6	Mexique	1	Étiquette rouge	N 19°25,782' W 99°08,215'	Rue Isabel La Catolica, Mexico City	Exploration	Mexico-D.F	Mexico-D.F	2013	5	26	5235	8780,411142	8102,20517	0,15368307	NaN	19,4297	-99,13691667	0,339111951	-1,730264145	0	0
240	41421	0	2234	19	25,524	-99	-8,251	0,7	75	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Étoile filante	N 19°25,524' W 99°08,251'	Rue Isabel La Catolica, Mexico City	Pogo métro	Mexico-D.F	Mexico-D.F	2013	5	27	5235	8780,804907	8102,509132	0,48239598	NaN	19,4254	-99,13751667	0,339036902	-1,730274617	0	0
241	41422	0	2242	19	25,866	-99	-8,466	7,64	56	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Pointe de fer à souder	N 19°25,866' W 99°08,466'	Quartier électronique	Electoshop	Mexico-D.F	Mexico-D.F	2013	5	28	5235	8780,594902	8102,347022	0,737033414	NaN	19,4311	-99,1411	0,339136386	-1,730337157	0	0
242	41423	0	2239	19	25,982	-99	-7,991	0,42	27	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Trombone	N 19°25,982' W 99°07,991'	Plaza De La Constitucion, Mexico City 	Promenade nocturne	Mexico-D.F	Mexico-D.F	2013	5	29	5235	8779,873054	8101,789787	0,857774071	NaN	19,43303333	-99,13318333	0,339170129	-1,730198986	0	0
243	41424	15	2230	19	20,369	-99	-8,573	1,27	25	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Mini Mousqueton	N 19°20,369' W 99°08,573'	Terminal Sud, Mexico City	Départ vers le sud	Mexico-D.F	Mexico-D.F	2013	5	30	5250	8788,201596	8108,217477	10,45486836	NaN	19,33948333	-99,14288333	0,337537375	-1,730368283	0	0
244	41425	0	21	16	56,902	-100	-6,776	0,25	9	13	Blanc	3	Plastique	2	Artificiel	6	Mexique	1	Perles	N 16°56,902' W 100°06,776'	Barra de Coyuca	Plage, bouffe, plage	Mexico-D.F	Barra-de-Coyuca	2013	5	31	5250	9053,488328	8311,130713	285,0305738	NaN	16,94836667	-100,1129333	0,295804551	-1,747298835	0	0
245	41426	0	21	16	56,902	-100	-6,776	1	10	7	Bleu Vert	3	Plastique	2	Artificiel	6	Mexique	1	Testicules de Schtroumpf	N 16°56,902' W 100°06,776'	Barra de Coyuca	Vacances (suite)	Barra-de-Coyuca	Barra-de-Coyuca	2013	6	1	5250	9053,488328	8311,130713	0	NaN	16,94836667	-100,1129333	0,295804551	-1,747298835	0	0
246	41426	0	14	16	50,557	-99	-55,611	0,49	115	14	Gris	0	Mixte	2	Artificiel	6	Mexique	1	Bille de soudure à l’arc	N 19°26,223' W 99°07,148'	Atelier de Las Gruas Locas	Rencontre avec les acteurs de Las Gruas Locas	Barra-de-Coyuca	Acapulco	2013	6	1	5250	9048,852413	8307,615437	23,03359055	NaN	16,84261667	-99,92685	0,293958867	-1,744051071	0	0
247	41427	0	10	15	39,898	-96	-33,25	0,95	20	1	Rouge Orangé	6	Minérale	1	Naturel	6	Mexique	1	Ficelle d'argent	N 16°50,557' W 99°55,611'	Acapulco	Transit	Acapulco	Mazunte	2013	6	2	5250	8901,793928	8195,537455	383,206926	NaN	15,66496667	-96,55416667	0,273405015	-1,685186691	0	0
248	41428	0	5	15	39,511	-96	-32,162	0,78	18	1	Rouge Orangé	7	Animale	1	Naturel	6	Mexique	1	Corail rouge	N 15°39,898' W 96°33,250'	Mazunte	Vacance suite	Mazunte	Mazunte	2013	6	3	5250	8901,002367	8194,931216	2,070293803	NaN	15,65851667	-96,53603333	0,273292441	-1,684870205	0	0
249	41429	0	5	15	39,511	-96	-33,162	0,33	46	1	Rouge Orangé	3	Plastique	2	Artificiel	6	Mexique	1	Coquillage	N 15°39,511' W 96°32,162'	Mazunte	Glandage intensif	Mazunte	Mazunte	2013	6	4	5250	8902,214088	8195,859234	1,784972697	NaN	15,65851667	-96,5527	0,273292441	-1,685161093	0	0
250	41430	0	7	15	39,55	-96	-32,227	1,36	23	11	Rouge Violet	7	Animale	1	Naturel	6	Mexique	1	Bracelet caoutchouc	N 15°39,511' W 96°33,162'	Mazunte	Glandage suite	Mazunte	San-Agustinillo	2013	6	5	5250	8901,028045	8194,950883	1,670512004	NaN	15,65916667	-96,53711667	0,273303786	-1,684889113	0	0
251	41431	0	35	16	26,699	-95	-1,502	4,87	62	15	Noir	0	Mixte	2	Artificiel	6	Mexique	1	Coquillage	N 15°39,550' W 96°32,227'	San Agustinillo	Grosse houle	San-Agustinillo	Juchitan	2013	6	6	5250	8726,967199	8060,878152	183,743592	NaN	16,44498333	-95,02503333	0,287018862	-1,658498303	0	0
252	41432	0	22	16	25,522	-95	-1,125	0,48	48	14	Gris	3	Plastique	2	Artificiel	6	Mexique	1	Câble de cuivre	N 16°26,699' W 95°01,502'	Terminal de autobus, Juchitan	Arrivée	Juchitan	Juchitan	2013	6	7	5250	8728,103314	8061,758161	2,282533667	NaN	16,42536667	-95,01875	0,286676487	-1,658388638	0	0
253	41433	0	35	16	26,691	-95	-1,506	2,28	50	17	Brun	2	Métallique	2	Artificiel	6	Mexique	1	Barrette	N 16°25,522' W 95°01,125'	Juchitan	inquiètude	Juchitan	Juchitan	2013	6	8	5250	8726,982889	8060,890305	2,270473509	NaN	16,44485	-95,0251	0,287016535	-1,658499466	0	0
254	41434	0	859	16	54,559	-92	-6	0,44	11	15	Noir	0	Mixte	2	Artificiel	6	Mexique	1	Clou	N 16°26,691' W 95°01,506'	Terminal de autobus, Juchitan	Séparation temporaire	Juchitan	Ocosingo	2013	6	9	5250	8475,635666	7864,640678	315,911721	NaN	16,90931667	-92,1	0,295123001	-1,607446883	0	0
255	41435	0	943	16	50,557	-91	-55,611	1	15	17	Brun	6	Minérale	1	Naturel	6	Mexique	1	Connectique USB	N 16°54,559' W 92°06,000'	Ocosingo	Recherche d'une chambre	Ocosingo	Ocosingo	2013	6	10	5250	8468,321512	7858,883686	19,86663387	NaN	16,84261667	-91,92685	0,293958867	-1,604424848	0	0
256	41436	0	895	16	54,328	-92	-5,593	1,79	11	17	Brun	0	Mixte	2	Artificiel	6	Mexique	1	Fragment de pierre de Tonina	N 16°50,557' W 99°55,611'	Tonina	Visite des ruines de Tonina	Ocosingo	Palenque	2013	6	11	5250	8475,449025	7864,493805	19,03755621	NaN	16,90546667	-92,09321667	0,295055806	-1,607328492	0	0
257	41437	0	79	17	30,328	-91	-58,57	0,17	34	0	Mixte	0	Mixte	2	Artificiel	6	Mexique	1	Pile	N 16°54,328' W 92°05,593'	Ocosingo, Terminal de autobus	Bus	Palenque	Palenque	2013	6	12	5250	8418,53396	7819,62709	67,88463208	NaN	17,50546667	-91,97616667	0,305527772	-1,605285586	0	0
258	41438	0	29	17	29,432	-92	-1,444	0,49	16	17	Brun	2	Métallique	2	Artificiel	6	Mexique	1	Allumette	N 17°30,328' W 91°58,570'	Palenque	Mise à jour	Palenque	Palenque	2013	6	13	5250	8423,242606	7823,344891	5,345796657	NaN	17,49053333	-92,02406667	0,305267137	-1,606121598	0	0
259	41439	0	78	17	30,328	-91	-59,486	0,26	9	15	Noir	0	Mixte	2	Artificiel	6	Mexique	1	Ressort	N 17°29,432' W 92°01,444'	El Panchan	Tourisme	Palenque	Palenque	2013	6	14	5250	8419,6516	7820,50964	3,83958544	NaN	17,50546667	-91,99143333	0,305527772	-1,605552039	0	0
260	41440	0	77	17	30,327	-91	-58,551	1,08	42	6	Vert	3	Plastique	2	Artificiel	6	Mexique	1	Camera	N 17°30,328' W 91°59,486'	Palenque	Migraine	Palenque	Palenque	2013	6	15	5250	8418,512118	7819,609842	1,653005937	NaN	17,50545	-91,97585	0,305527481	-1,605280059	0	0
261	41441	0	146	17	29,31	-92	-2,459	3,79	26	13	Blanc	6	Minérale	1	Naturel	6	Mexique	1	Pog Simpsons	N 17°30,327' W 91°58,551'	Palenque	Retrouvailles	Palenque	Palenque	2013	6	16	5250	8424,644634	7824,451683	7,161944744	NaN	17,4885	-92,04098333	0,305231648	-1,606416849	0	0
262	41442	0	145	17	14,44	-91	-34,324	1,96	56	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Fragment de pierre des ruines de Palenque	N 17°29,310' W 92°02,459'	Ruines de Palenque	Exploration des ruines	Palenque	Palenque	2013	6	17	5250	8410,240951	7813,076591	56,90156179	NaN	17,24066667	-91,57206667	0,300906144	-1,598232716	0	0
263	41443	0	140	17	29,557	-92	-2,497	0,63	42	5	Jaune Vert	3	Plastique	2	Artificiel	6	Mexique	1	Tige de métal	N 17°14,440' W 91°34,324'	Welib Ha	Baignade	Palenque	Palenque	2013	6	18	5250	8424,359587	7824,226669	57,18289051	NaN	17,49261667	-92,04161667	0,305303498	-1,606427903	0	0
264	41444	0	78	17	30,366	-91	-58,502	4,94	15	16	Transparent	8	Verre	2	Artificiel	6	Mexique	1	Soldat plastique	N 17°29,557' W 92°02,497'	El Panchan	Préparatifs	Palenque	Campeche	2013	6	19	5250	8418,400013	7819,521314	7,220536468	NaN	17,5061	-91,97503333	0,305538826	-1,605265805	0	0
265	41445	0	24	16	25,576	-95	-1,202	0,36	40	17	Brun	7	Animale	2	Artificiel	6	Mexique	1	Bille	N 17°30,366' W 91°58,502'	Palenque	Départ	Campeche	Mexico-D.F	2013	6	20	5250	8728,123685	8061,77394	345,4832775	NaN	16,42626667	-95,02003333	0,286692195	-1,658411036	0	0
266	41446	0	2229	19	18,339	-99	-2,457	0,66	10	6	Vert	3	Plastique	2	Artificiel	6	Mexique	1	Cuir peint	N 16°25,576' W 95°01,202'	Parc aux iguanes, Juchitan	Desception	Mexico-D.F	Mexico-D.F	2013	6	21	5250	8783,697282	8104,741627	532,6365696	NaN	19,30565	-99,04095	0,336946872	-1,728589212	0	0
267	41447	0	2229	19	25,42	-99	-8,133	0,07	9	7	Bleu Vert	3	Plastique	2	Artificiel	6	Mexique	1	Perle verte	N 19°18,339' W 99°02,457'	Gare routière San Lázaro	retour à Mexico DF	Mexico-D.F	Mexico-D.F	2013	6	22	5250	8780,806282	8102,510194	16,45741758	NaN	19,42366667	-99,13555	0,33900665	-1,730240292	0	0
268	41448	0	2229	19	25,5	-99	-8,135	0,96	16	11	Rouge Violet	1	Végétale	1	Naturel	6	Mexique	1	Douille de plastique	N 19°25,420' W 99°08,133'	Rue Isabel La Catolica	Retrouvailles	Mexico-D.F	Mexico-D.F	2013	6	23	5250	8780,699815	8102,428008	0,148342838	NaN	19,425	-99,13558333	0,339029921	-1,730240874	0	0
269	41449	0	2229	19	22,483	-99	-8,125	0,17	44	13	Blanc	3	Plastique	2	Artificiel	6	Mexique	1	Graine non identifiée	N 19°25,500' W 99°08,135'	Calle República de Uruguay	Départ d’Anaïs	Mexico-D.F	Mexico-D.F	2013	6	24	5250	8784,792877	8105,58716	5,592853868	NaN	19,37471667	-99,13541667	0,338152312	-1,730237965	0	0
270	41450	0	2228	19	25,501	-99	-8,197	5,5	39	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Petite petite cuillère	N 19°22,483' W 99°08,125'	Auberge Amigo	Journée recherches	Mexico-D.F	Mexico-D.F	2013	6	25	5250	8780,772077	8102,483789	5,596096575	NaN	19,42501667	-99,13661667	0,339030212	-1,730258909	0	0
271	41451	0	2229	19	26,108	-99	-8,89	0,28	10	15	Noir	2	Métallique	2	Artificiel	6	Mexique	1	Pièce de métal non identifiée	N 19°25,501' W 99°08,197'	Rue Bolívar	Chômage technique	Mexico-D.F	Mexico-D.F	2013	6	26	5250	8780,769102	8102,481493	1,653448905	NaN	19,43513333	-99,14816667	0,339206781	-1,730460494	0	0
272	41452	0	2229	19	22,483	-99	-8,125	0,2	18	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Punaise	N 19°26,108' W 99°08,890'	República de Chile	Mort officielle de notre ordinateur de bord	Mexico-D.F	Mexico-D.F	2013	6	27	5250	8784,792877	8105,58716	6,851746074	NaN	19,37471667	-99,13541667	0,338152312	-1,730237965	0	0
273	41453	0	2228	19	25,565	-99	-8,151	0,42	24	6	Vert	3	Plastique	2	Artificiel	6	Mexique	1	Boucle d’oreille	N 19°22,483' W 99°08,125'	Auberge Amigo	Recherche d’un ordinateur	Mexico-D.F	Mexico-D.F	2013	6	28	5250	8780,63038	8102,374409	5,713502505	NaN	19,42608333	-99,13585	0,339048829	-1,730245528	0	0
274	41454	0	2246	19	20,152	-99	-10,354	6,23	65	1	Rouge Orangé	0	Mixte	2	Artificiel	6	Mexique	1	Fragment touilleur vert	N 19°25,565' W 99°08,151'	Calle 16 de Septiembre	Gay Pride	Mexico-D.F	Mexico-D.F	2013	6	29	5250	8790,612279	8110,077315	10,74856656	NaN	19,33586667	-99,17256667	0,337474252	-1,730886354	0	0
275	41455	0	2244	19	26,223	-99	-7,148	0,87	7	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Granulés saveur ananas	N 19°20,152' W 99°10,354'	Coyoacán	Déjeuner avec Victor	Mexico-D.F	Mexico-D.F	2013	6	30	5250	8778,544153	8100,763866	12,57329081	NaN	19,43705	-99,11913333	0,339240233	-1,729953767	0	0
276	41457	0	2228	19	25,337	-99	-7,418	0,58	80	4	Jaune	3	Plastique	2	Artificiel	6	Mexique	1	Élastique	N 19°25,337' W 99°07,418'	Calle de San Pablo	Réparation des vélos	Mexico-D.F	Mexico-D.F	2013	7	2	5250	8780,070143	8101,941934	1,708920535	NaN	19,42228333	-99,12363333	0,338982506	-1,730032307	0	0
277	41458	0	2241	19	26,102	-99	-8,396	1,66	38	11	Rouge Violet	0	Mixte	2	Artificiel	6	Mexique	1	Bobine de fil rouge	N 19°26,102' W 99°08,396'	Parc Alameda	Après midi libre	Mexico-D.F	Mexico-D.F	2013	7	3	5250	8780,190699	8102,034998	2,221339885	NaN	19,43503333	-99,13993333	0,339205035	-1,730316795	0	0
278	41459	0	2434	19	26,228	-99	-7,228	1,43	38	6	Vert	2	Métallique	2	Artificiel	6	Mexique	1	Tige à brasage	N 19°26,228' W 99°07,228'	Atelier de Bernardo Gomez	Rencontre avec Bernardo Gomez	Mexico-D.F	Mexico-D.F	2013	7	4	5250	8778,63235	8100,831957	2,055133206	NaN	19,43713333	-99,12046667	0,339241687	-1,729977038	0	0
279	41460	0	2244	19	26,223	-99	-7,148	0,3	17	2	Orange	3	Plastique	2	Artificiel	6	Mexique	1	Bague plastique	N 19°26,223' W 99°07,148'	Las Gruas Locas	Cassage de nez	Mexico-D.F	Mexico-D.F	2013	7	5	5250	8778,544153	8100,763866	0,140156401	NaN	19,43705	-99,11913333	0,339240233	-1,729953767	0	0
280	41461	0	2227	19	25,417	-99	-8,185	0,34	12	6	Vert	3	Plastique	2	Artificiel	6	Mexique	1	Lego vert	N 19°25,417' W 99°08,185'	Rue Regina	Interview	Mexico-D.F	Mexico-D.F	2013	7	6	5250	8780,872112	8102,561009	2,34924891	NaN	19,42361667	-99,13641667	0,339005777	-1,730255418	0	0
281	41462	0	2227	19	25,405	-99	-8,134	0,25	65	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Bijoux gommette	N 19°25,405' W 99°08,134'	Calle Regina	Ecriture	Mexico-D.F	Mexico-D.F	2013	7	7	5250	8780,827878	8102,526864	0,091894682	NaN	19,42341667	-99,13556667	0,339002286	-1,730240583	0	0
282	41463	0	2229	19	25,56	-99	-8,165	0,27	27	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Élastique	N 19°25,560' W 99°08,165'	Plaza de La Constitución	Emplette	Mexico-D.F	Mexico-D.F	2013	7	8	5250	8780,653807	8102,392493	0,292400905	NaN	19,426	-99,13608333	0,339047374	-1,7302496	0	0
283	41464	0	2229	19	25,54	-99	-8,115	0,61	22	11	Rouge Violet	0	Mixte	2	Artificiel	6	Mexique	1	Cellule	N 19°25,540' W 99°08,115'	Isabel la Católica	bidouillage audio	Mexico-D.F	Mexico-D.F	2013	7	9	5250	8780,621644	8102,367665	0,094949727	NaN	19,42566667	-99,13525	0,339041556	-1,730235056	0	0
284	41465	0	2232	19	22,634	-99	-0,14	1,77	22	4	Jaune	0	Mixte	2	Artificiel	6	Mexique	1	Prise RCA	N 19°22,634' W 99°00,140''	Centro Cultural Faro Oriente	Mercado salado 	Mexico-D.F	Mexico-D.F	2013	7	10	5250	8775,101521	8098,105719	14,94872031	NaN	19,37723333	-99,00233333	0,338196236	-1,727915224	0	0
285	41466	0	2229	19	25,554	-99	-8,654	1,47	66	2	Orange	2	Métallique	2	Artificiel	6	Mexique	1	Tube de colle	 N 19°25,554' W 99°08,654'	Calle 16 de Septiembre	Sur le chemin de La Casa Biciteka	Mexico-D.F	Mexico-D.F	2013	7	11	5250	8781,242628	8102,847016	15,84032368	NaN	19,4259	-99,14423333	0,339045629	-1,730391844	0	0
286	41467	0	2230	19	25,035	-99	-8,146	5,28	30	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Pas de vis	N 19°25,035' W 99°08,146'	Rancho Electronico	Découverte du Hackerspace de Mexico	Mexico-D.F	Mexico-D.F	2013	7	12	5250	8781,345529	8102,926446	1,309360283	NaN	19,41725	-99,13576667	0,338894658	-1,730244073	0	0
287	41468	0	2230	19	25,035	-99	-8,146	2,1	40	11	Rouge Violet	6	Minérale	2	Artificiel	6	Mexique	1	Craie rose	N 19°25,035' W 99°08,146'	Rancho Electronico	Conférence: web et libertées individuelles	Mexico-D.F	Mexico-D.F	2013	7	13	5250	8781,345529	8102,926446	0	NaN	19,41725	-99,13576667	0,338894658	-1,730244073	0	0
288	41469	0	2239	19	22,362	-99	-8,534	2,5	49	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Crochet métallique	N 19°22,362' W 99°08,534'	Calle Presidentes	Gringas du Yucathan	Mexico-D.F	Mexico-D.F	2013	7	14	5250	8785,443279	8106,089083	5,001359456	NaN	19,3727	-99,14223333	0,338117114	-1,730356938	0	0
289	41470	0	2228	19	25,366	-99	-8,143	1,42	20	6	Vert	0	Mixte	2	Artificiel	6	Mexique	1	Fusible	N 19°25,366' W 99°08,143'	Calle Isabel la Católica	visites	Mexico-D.F	Mexico-D.F	2013	7	15	5250	8780,891626	8102,576072	5,61053874	NaN	19,42276667	-99,13571667	0,338990942	-1,730243201	0	0
290	41471	0	2241	19	21,485	-99	-8,52	6,65	80	2	Orange	0	Mixte	2	Artificiel	6	Mexique	1	Confiture de fraise	N 19°21,485' W 99°08,520'	Calle Canarias	Journée ordinateur	Mexico-D.F	Mexico-D.F	2013	7	16	5250	8786,620013	8106,99713	7,224624008	NaN	19,35808333	-99,142	0,337862006	-1,730352865	0	0
291	41472	0	2241	19	21,485	-99	-8,52	0,68	16	6	Vert	3	Plastique	2	Artificiel	6	Mexique	1	Demies perles bleues	N 19°21,485' W 99°08,520'	Calle Canarias	Avant l’interview	Mexico-D.F	Mexico-D.F	2013	7	17	5250	8786,620013	8106,99713	0	NaN	19,35808333	-99,142	0,337862006	-1,730352865	0	0
292	41473	0	2229	19	26,266	-99	-7,564	2,77	23	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Vis de frein	N 19°26,266' W 99°07,564'	Central Del Pueblo	Nouveaux appartements	Mexico-D.F	Mexico-D.F	2013	7	18	5250	8778,979641	8101,100075	9,019139339	NaN	19,43776667	-99,12606667	0,339252741	-1,730074777	0	0
293	41474	0	2229	19	26,266	-99	-7,564	0,4	43	14	Gris	4	Textile	2	Artificiel	6	Mexique	1	Cordelette	N 19°26,266' W 99°07,564'	Central Del Pueblo	Action	Mexico-D.F	Mexico-D.F	2013	7	19	5250	8778,979641	8101,100075	0	NaN	19,43776667	-99,12606667	0,339252741	-1,730074777	0	0
294	41475	0	2229	19	26,248	-99	-8,144	0,26	13	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Diamant rouge 	N 19°26,248' W 99°08,144'	Calle Allende	Recherche intensive de bidons	Mexico-D.F	Mexico-D.F	2013	7	20	5250	8779,692839	8101,650665	1,014455138	NaN	19,43746667	-99,13573333	0,339247505	-1,730243492	0	0
295	41476	0	2228	19	26,227	-99	-7,597	0,5	20	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Ventouse	N 19°26,227' W 99°07,597'	Calle República de Brasil	Journée off	Mexico-D.F	Mexico-D.F	2013	7	21	5250	8779,071885	8101,171289	0,957012473	NaN	19,43711667	-99,12661667	0,339241396	-1,730084376	0	0
